,stu_id,class,avg_s,avg,mon_count,top,time
1086,3266,1,2.175181208,9.41,20.0,78.1261261261,38.0
1088,3272,2,3.874688057,4.43736263736,91.0,78.3423423423,21.0
1090,3276,3,4.100342205,5.75227272727,132.0,78.4864864865,7.0
1092,3288,0,4.061970588,7.26880733945,109.0,61.9640387275,68.0
1096,3294,0,3.963333333,8.46419354839,155.0,79.0630630631,30.0
1098,3296,0,4.626793249,11.0878488372,172.0,79.1351351351,5.0
1104,3324,0,4.482486583,8.63783783784,37.0,80.0720720721,20.0
1108,3332,0,4.219317774,6.62564102564,39.0,80.3603603604,26.0
1110,3346,0,4.499652605,8.21034482759,87.0,80.8648648649,3.0
1112,3350,1,4.549253188,5.375,208.0,81.009009009,112.0
1116,3386,1,2.913676123,7.065625,32.0,82.3063063063,40.0
1118,3392,0,3.601413969,5.5875,8.0,82.5225225225,7.0
1120,3396,3,4.313573333,6.41262135922,103.0,82.6666666667,117.0
1122,3400,1,3.631721133,4.80277777778,108.0,82.8108108108,2.0
1124,3408,1,4.893042213,7.47465838509,161.0,83.0990990991,31.0
1126,3410,0,5.056318927,6.22724637681,345.0,83.1711711712,8.0
1128,3416,0,4.214447717,5.5324742268,194.0,83.3873873874,4.0
1130,3424,0,4.040392405,6.45769230769,130.0,83.6036036036,114.0
1132,3440,0,6.685620767,5.01944099379,161.0,84.1801801802,4.0
1134,3442,2,3.3980563,7.49386666667,75.0,84.2522522523,35.0
1136,3444,0,3.977415902,6.49779005525,181.0,84.3243243243,141.0
1138,3446,0,3.484133333,13.2157894737,19.0,84.3963963964,44.0
1140,3464,0,6.215540541,10.3058203125,256.0,85.045045045,42.0
1150,3482,1,3.702619048,6.7243902439,82.0,85.6936936937,51.0
1154,3492,0,4.275847861,9.66756756757,222.0,96.7609955677,37.0
1156,3496,0,3.969095607,7.60989010989,91.0,86.1261261261,34.0
1158,3506,1,2.770213904,4.57863636364,88.0,86.4864864865,56.0
1160,3512,0,3.352550725,4.77058823529,34.0,86.7027027027,13.0
1162,3522,0,4.562333768,9.86818181818,44.0,87.0630630631,1.0
1164,3524,0,3.601824818,10.4426470588,68.0,87.1351351351,43.0
1166,3542,0,4.370172745,5.32868217054,258.0,87.7837837838,3.0
1168,3560,0,4.366481242,6.25976027397,292.0,88.4324324324,11.0
1170,3564,0,3.803747871,5.661796875,256.0,88.5765765766,13.0
1172,3566,0,3.980165975,5.04503311258,151.0,88.6486486486,12.0
1174,3572,2,3.39215311,5.56636363636,110.0,88.8648648649,26.0
1178,3584,1,3.33499179,7.99347826087,46.0,89.2972972973,25.0
1180,3594,0,6.50873706,9.1802955665,203.0,89.6576576577,1.0
1182,3600,0,3.993796117,3.32092050209,239.0,89.8738738739,153.0
1186,3620,1,5.184744802,7.42145945946,185.0,90.5945945946,19.0
1188,3626,0,4.010751445,4.54395604396,91.0,90.8108108108,85.0
1190,3636,0,3.731660079,9.13823529412,34.0,91.1711711712,10.0
1192,3638,0,3.852636612,8.76101449275,69.0,91.2432432432,6.0
1194,3646,1,4.49958159,8.28076923077,26.0,91.5315315315,16.0
1196,3648,1,5.155990453,9.72564102564,39.0,91.6036036036,30.0
1198,3650,0,3.531633065,5.98917748918,231.0,80.2120141343,55.0
1202,3664,0,4.229842105,7.93846560847,189.0,92.1081081081,1.0
1204,3670,0,4.976080808,5.00431654676,139.0,92.3243243243,32.0
1208,3684,0,4.513963211,6.6406779661,118.0,92.8288288288,40.0
1210,3690,0,5.853062331,8.58118466899,287.0,93.045045045,26.0
1212,3694,1,4.168948824,4.81714285714,140.0,93.1891891892,31.0
1214,3698,0,2.362980392,9.21666666667,24.0,93.3333333333,21.0
1216,3714,0,4.111373391,6.09680272109,147.0,93.9099099099,32.0
1218,3716,0,4.445669565,8.37604562738,263.0,93.981981982,4.0
1220,3718,0,4.052123995,5.88171091445,339.0,94.0540540541,52.0
1222,3724,0,4.065886427,5.84056603774,212.0,94.3063063063,37.0
1224,3728,0,4.854914163,5.5132183908,174.0,94.4504504505,20.0
1226,3732,0,4.050601173,4.72588235294,170.0,94.6306306306,16.0
1228,3742,1,4.322588832,7.85060606061,66.0,94.990990991,30.0
1230,3744,0,4.219420601,6.79778761062,226.0,95.0630630631,13.0
1232,3756,1,2.554880597,6.75172413793,29.0,95.4954954955,43.0
1234,3760,0,4.293741497,10.31375,24.0,95.6396396396,19.0
1236,3762,1,2.65217284,7.15972222222,72.0,95.7117117117,2.0
1238,3764,0,2.2547178,3.81935483871,31.0,95.7837837838,24.0
1240,3768,2,4.238825301,7.5552238806,134.0,95.9279279279,2.0
1242,3780,0,5.111951754,5.63130434783,115.0,96.2162162162,22.0
1244,3782,0,3.960525424,4.81666666667,78.0,96.2882882883,15.0
1246,3784,1,3.674305556,5.59180327869,122.0,96.3603603604,27.0
1248,3790,0,4.305705706,6.22362903226,124.0,96.5765765766,20.0
1250,3796,1,2.9064375,6.38253968254,63.0,96.7207207207,36.0
1252,3800,3,3.51160767,4.84664122137,131.0,96.8648648649,6.0
1254,3802,0,5.133379722,6.95309734513,113.0,96.9369369369,35.0
1256,3804,0,5.751925926,9.53219512195,82.0,97.009009009,27.0
1258,3812,0,3.534882261,5.72446808511,94.0,97.2972972973,2.0
1260,3828,0,2.174870466,5.04814814815,54.0,97.8738738739,130.0
1262,3830,0,3.22754386,3.71860465116,129.0,97.9459459459,75.0
1266,3838,1,4.160640732,9.41954022989,87.0,98.2342342342,37.0
1270,3844,1,3.876309524,5.73231707317,164.0,98.4504504505,47.0
1272,3858,3,4.095634218,5.03012048193,83.0,98.954954955,11.0
1274,3870,0,3.692463958,5.23510638298,94.0,99.3873873874,127.0
1276,3878,0,3.403956044,6.58888888889,45.0,99.6756756757,4.0
1280,3904,0,3.011396161,9.32962962963,27.0,60.3184713376,5.0
1282,3910,2,3.457693878,5.68780487805,41.0,60.7006369427,15.0
1284,3912,0,4.576888604,9.42601626016,123.0,80.3886925795,4.0
1286,3916,0,5.906864989,9.69227154047,383.0,60.9554140127,30.0
1288,3920,0,4.110043384,4.35058823529,85.0,61.2101910828,37.0
1290,3930,3,3.901811594,9.91666666667,30.0,61.847133758,45.0
1292,3944,0,3.730998308,4.58676470588,68.0,62.7388535032,50.0
1294,3948,0,4.605259669,7.56793296089,179.0,62.9936305732,67.0
1296,3950,2,4.672864769,3.99763779528,127.0,63.1210191083,22.0
1298,3960,0,3.203978638,7.5730877193,285.0,63.6305732484,154.0
1300,3972,1,3.042010376,3.89456521739,92.0,64.2675159236,88.0
1302,3978,2,5.31039356,10.3243589744,78.0,64.6496815287,1.0
1304,3982,0,2.973067485,5.70833333333,36.0,57.9536039768,17.0
1306,3984,0,4.511103448,12.2941176471,17.0,64.9044585987,43.0
1308,3992,0,5.631913043,7.74701492537,134.0,65.4140127389,5.0
1310,4002,0,5.044355231,5.65062645012,431.0,66.050955414,54.0
1312,4004,1,4.004177852,5.32394366197,71.0,66.178343949,76.0
1314,4008,0,4.602192691,7.69555555556,216.0,66.4331210191,21.0
1318,4020,1,2.94040107,2.81515151515,33.0,67.1974522293,82.0
1320,4024,2,3.982740864,4.63860465116,215.0,67.4522292994,54.0
1324,4034,0,4.647819767,8.96385416667,192.0,68.0891719745,8.0
1326,4036,0,3.75798913,5.61698113208,106.0,68.2165605096,79.0
1328,4042,0,3.853776435,7.27096774194,31.0,68.5987261146,112.0
1330,4046,3,2.625329341,4.33194444444,72.0,68.8535031847,37.0
1332,4050,0,4.033300971,5.85631578947,190.0,69.1082802548,42.0
1338,4082,1,4.01625,4.8944,125.0,71.1464968153,29.0
1340,4090,0,4.584411326,9.75487804878,164.0,71.6560509554,40.0
1342,4112,0,4.003880597,5.99159663866,238.0,72.9299363057,7.0
1344,4126,1,4.001387097,4.16086956522,46.0,73.821656051,6.0
1346,4144,0,4.104121306,4.73888888889,126.0,74.9681528662,53.0
1350,4162,2,4.077638266,5.56103896104,77.0,75.8598726115,41.0
1352,4166,0,4.078423818,7.4125,48.0,76.1146496815,4.0
1354,4172,0,4.434894737,6.53865546218,119.0,76.4968152866,25.0
1356,4178,3,4.547259036,7.81666666667,114.0,76.8789808917,68.0
1358,4192,0,5.477803571,8.03222748815,211.0,77.7707006369,3.0
1362,4210,2,3.671996403,10.64,15.0,78.7898089172,8.0
1364,4214,0,3.052936508,6.2,31.0,79.0445859873,9.0
1366,4216,0,4.950862471,5.97251908397,262.0,79.1719745223,4.0
1370,4236,1,3.835172414,4.47802197802,182.0,80.4458598726,76.0
1374,4262,0,3.926666667,6.4078125,128.0,82.101910828,2.0
1376,4266,0,4.155915842,6.15673076923,104.0,82.2292993631,4.0
1382,4292,0,5.041882353,9.71169590643,171.0,83.7579617834,17.0
1386,4314,0,2.679967427,12.0076923077,13.0,85.1592356688,57.0
1388,4326,0,4.305067568,7.54423076923,104.0,85.923566879,6.0
1390,4332,0,4.482220039,7.40434782609,92.0,86.3057324841,7.0
1392,4348,3,3.766962617,5.67222222222,108.0,87.3248407643,39.0
1394,4362,0,4.044769504,9.90476190476,21.0,88.2165605096,19.0
1396,4366,0,3.651494253,6.40588235294,34.0,88.4713375796,12.0
1400,4372,0,4.117395543,7.27407407407,54.0,88.8535031847,2.0
1402,4374,0,3.670423077,4.1038961039,77.0,88.9808917197,4.0
1404,4376,0,4.623262032,8.23495934959,123.0,89.1082802548,14.0
1408,4388,3,3.016353503,3.6987012987,231.0,89.872611465,9.0
1410,4394,0,3.918330373,4.33115942029,138.0,99.8198198198,2.0
1412,4404,2,3.376824645,4.28068965517,116.0,90.7643312102,3.0
1414,4420,0,4.256034858,8.97847826087,92.0,91.6560509554,1.0
1416,4424,0,4.914246824,10.5642857143,112.0,91.9108280255,4.0
1418,4428,1,3.100557491,4.17368421053,171.0,92.0382165605,68.0
1420,4432,0,3.839370079,4.49330143541,209.0,92.2929936306,128.0
1422,4436,0,3.720790899,5.2085106383,94.0,92.5477707006,12.0
1424,4442,0,4.598620219,8.8003960396,101.0,92.9299363057,74.0
1426,4448,3,3.242851662,4.28663101604,187.0,93.3121019108,127.0
1428,4456,0,3.394473684,5.02875536481,233.0,93.821656051,76.0
1430,4458,3,3.461605351,4.37401869159,107.0,93.949044586,140.0
1432,4462,0,5.297101167,5.67142857143,175.0,94.2038216561,6.0
1434,4478,1,3.201335227,9.84545454545,22.0,95.0955414013,46.0
1436,4482,1,3.183266187,11.8043478261,23.0,95.3503184713,38.0
1438,4494,0,5.742157676,7.19147540984,305.0,96.1146496815,17.0
1440,4498,2,3.842017544,6.93975903614,83.0,96.3694267516,20.0
1442,4500,0,5.914150943,6.14612903226,310.0,96.4968152866,45.0
1444,4502,0,4.265251989,7.08860103627,193.0,96.6242038217,25.0
1446,4504,0,4.40837884,10.902,90.0,96.7515923567,39.0
1448,4506,0,5.852006173,7.80103448276,145.0,96.8789808917,5.0
1450,4510,0,5.374630872,8.22891566265,166.0,97.1337579618,20.0
1454,4516,0,2.697494577,4.34,100.0,97.5159235669,75.0
1456,4524,0,4.541159091,7.30235294118,85.0,98.025477707,101.0
1458,4530,0,4.032786885,7.19928057554,139.0,98.4076433121,34.0
1460,4532,2,4.217671756,4.99863945578,147.0,98.5350318471,8.0
1464,4538,0,4.786087963,5.88081180812,271.0,98.7898089172,21.0
1466,4540,0,4.923204545,4.51357414449,263.0,98.9171974522,46.0
1468,4542,0,3.995656109,3.71506849315,219.0,99.0445859873,124.0
1470,4546,2,3.100131827,12.97,10.0,99.2993630573,76.0
1472,4556,0,3.808577406,4.39150214592,233.0,58.6297760211,47.0
1476,4560,0,4.120023585,4.35327868852,122.0,58.805445762,6.0
1478,4566,0,3.630827179,5.15967741935,186.0,59.0689503733,7.0
1480,4568,0,3.449547101,8.33333333333,30.0,59.1567852437,120.0
1482,4570,0,5.281793103,5.43257575758,132.0,59.2446201142,36.0
1488,4590,1,3.489964539,3.49677419355,93.0,60.1229688186,5.0
1490,4592,0,3.96130719,7.87272727273,121.0,60.2108036891,28.0
1492,4602,1,3.217717718,10.8508474576,59.0,60.6499780413,19.0
1496,4622,3,3.787185792,7.26976744186,43.0,61.5283267457,73.0
1498,4628,2,4.299810811,6.85132743363,226.0,61.7039964866,14.0
1502,4644,3,4.642472527,5.79058823529,85.0,62.4066754502,15.0
1506,4648,0,4.851316397,7.35761589404,151.0,62.582345191,21.0
1508,4656,0,4.58454918,6.56993865031,163.0,62.8458498024,17.0
1510,4658,0,5.485909879,11.1137931034,29.0,62.9336846728,32.0
1512,4662,2,3.674707071,8.87058823529,17.0,63.1093544137,27.0
1514,4664,0,3.716752336,10.8946428571,56.0,97.2383225367,82.0
1518,4670,3,4.01,5.03529411765,51.0,63.372859025,110.0
1520,4678,0,6.946993671,7.5978021978,91.0,63.7241985068,4.0
1522,4692,0,4.722193126,5.39708737864,206.0,64.3390425999,46.0
1524,4708,0,3.560277778,6.43402777778,144.0,64.8660518226,24.0
1526,4724,2,3.265243243,6.934375,32.0,97.3065121036,49.0
1528,4732,0,4.128576214,6.26326530612,98.0,65.8322353975,82.0
1530,4734,0,4.088994536,7.5118226601,203.0,65.9200702679,7.0
1532,4750,0,3.366321962,4.19769230769,130.0,66.6227492314,52.0
1536,4760,0,3.403185185,6.58832116788,137.0,67.0619235837,18.0
1538,4764,0,4.820035088,11.2091836735,98.0,67.2375933245,3.0
1540,4770,0,4.240807453,6.56496815287,157.0,67.5010979359,74.0
1542,4774,1,3.276127946,10.6691176471,68.0,67.6767676768,15.0
1548,4794,2,4.599229422,5.67983870968,124.0,68.5551163812,8.0
1550,4804,1,4.07744186,6.5018,200.0,68.9942907334,28.0
1554,4812,3,4.032234043,6.23116129032,155.0,69.2577953448,3.0
1558,4830,0,3.64983165,9.90903225806,62.0,70.0483091787,101.0
1560,4838,1,3.739836735,9.69615384615,52.0,70.3996486605,65.0
1566,4848,3,3.706885428,5.72115384615,52.0,70.8388230127,45.0
1568,4850,0,3.24426506,6.18484848485,33.0,70.9266578832,57.0
1572,4862,2,4.227641509,4.62945205479,146.0,71.4536671058,4.0
1574,4868,0,3.901243339,3.83969465649,131.0,71.7171717172,3.0
1576,4872,2,3.883766234,4.80394736842,76.0,71.8928414581,8.0
1578,4878,0,3.104263158,4.97943925234,107.0,72.1563460694,61.0
1580,4892,0,4.414818356,11.1108695652,138.0,72.7711901625,49.0
1582,4894,1,3.129783439,10.8689655172,29.0,72.8590250329,18.0
1584,4898,0,3.790786106,8.82835820896,67.0,73.0346947738,58.0
1586,4900,0,3.523137558,6.67763636364,110.0,73.1225296443,25.0
1588,4908,0,4.584308511,6.63278688525,122.0,73.473869126,30.0
1590,4934,0,4.35974268,5.19372340426,188.0,74.6157224418,88.0
1592,4942,0,4.06951782,6.54821428571,56.0,74.9670619236,6.0
1594,4944,0,3.351775701,9.10357142857,28.0,75.054896794,45.0
1598,4972,1,3.649176627,5.46,60.0,76.2845849802,28.0
1600,4976,0,4.411649306,8.78244274809,131.0,76.4602547211,18.0
1602,4978,3,3.429143969,4.7125,16.0,76.5480895916,282.0
1606,4998,1,3.104493671,6.98461538462,26.0,77.426438296,44.0
1608,5000,0,3.110959097,4.71388888889,36.0,77.5142731664,11.0
1610,5002,0,4.206382661,10.429787234,47.0,77.6021080369,179.0
1616,5010,0,3.431037132,4.75471698113,106.0,77.9534475187,32.0
1620,5024,0,3.497154472,6.09622641509,53.0,78.5682916118,68.0
1624,5030,0,5.771463415,10.0918604651,86.0,78.8317962231,68.0
1626,5032,0,3.89304065,8.47573529412,136.0,78.9196310935,45.0
1628,5038,3,3.438534704,7.47027027027,37.0,79.1831357049,36.0
1630,5040,0,3.410484359,4.06871165644,163.0,79.2709705753,112.0
1634,5048,0,3.541339806,7.67540983607,122.0,79.6223100571,9.0
1636,5064,0,3.869807692,6.31574074074,108.0,80.3249890206,2.0
1638,5076,1,3.297546729,7.29701492537,67.0,80.8519982433,32.0
1640,5080,0,4.276339564,7.21481481481,54.0,81.0276679842,104.0
1642,5082,0,4.621276596,10.5938053097,113.0,81.1155028546,7.0
1646,5100,0,3.375388788,8.48774193548,155.0,81.9060166886,32.0
1648,5104,0,4.308033283,7.04852534562,217.0,82.0816864295,64.0
1650,5108,0,2.800011351,5.0196,50.0,82.2573561704,63.0
1652,5116,0,4.59122549,11.1027027027,37.0,82.6086956522,4.0
1654,5132,0,4.784804992,8.28187919463,149.0,83.3113746157,26.0
1656,5134,0,3.906642857,4.58258064516,155.0,83.3992094862,25.0
1658,5136,0,3.779605055,7.86906077348,181.0,83.4870443566,39.0
1660,5140,0,4.435962733,8.26897959184,98.0,83.6627140975,52.0
1662,5142,0,4.911188251,6.03196347032,219.0,83.7505489679,11.0
1664,5144,1,3.904679803,6.43235294118,170.0,83.8383838384,10.0
1666,5148,0,5.625230126,7.73975903614,166.0,84.0140535793,5.0
1668,5164,0,4.414450867,9.3306122449,98.0,84.7167325428,4.0
1670,5172,0,4.301,9.11111111111,36.0,85.0680720246,7.0
1674,5190,3,3.794566145,6.60916666667,120.0,85.8585858586,171.0
1676,5210,0,4.090243408,5.1197515528,161.0,86.736934563,59.0
1678,5218,1,4.060965251,5.08972972973,185.0,87.0882740448,3.0
1680,5220,1,4.213493014,4.8786407767,206.0,87.1761089152,36.0
1682,5222,0,4.574377104,7.81123595506,178.0,87.2639437857,32.0
1684,5226,0,4.753066406,5.26615384615,130.0,87.4396135266,11.0
1686,5228,0,3.5617,6.43703703704,54.0,87.527448397,46.0
1688,5232,2,3.037880259,13.08,10.0,87.7031181379,61.0
1690,5234,0,3.293536585,5.71724137931,29.0,87.7909530083,99.0
1692,5240,1,3.910522876,6.08,20.0,88.0544576197,52.0
1694,5242,1,4.112985075,6.44265957447,188.0,88.1422924901,20.0
1696,5244,0,4.838506944,8.60933333333,150.0,88.2301273606,6.0
1698,5248,0,3.69369697,7.47146341463,205.0,88.4057971014,12.0
1700,5256,2,3.64698324,5.05,122.0,88.6693017128,48.0
1704,5262,0,4.687569975,6.10858895706,163.0,88.9328063241,3.0
1706,5270,1,3.703519207,7.5156626506,83.0,89.2841458059,11.0
1708,5272,0,3.787785467,6.640625,64.0,89.3719806763,2.0
1710,5276,0,3.901419847,6.27,160.0,89.5476504172,19.0
1712,5280,0,3.631246246,5.62549019608,51.0,89.7233201581,19.0
1714,5304,0,4.553715953,5.42797687861,173.0,90.7773386034,40.0
1716,5312,0,3.959287532,5.42259887006,177.0,91.1286780852,2.0
1718,5318,3,3.865930233,5.96285714286,105.0,91.3921826965,26.0
1722,5330,0,4.367706856,5.91961538462,260.0,91.9191919192,13.0
1724,5332,0,3.662724458,4.90444444444,180.0,92.0070267896,37.0
1728,5338,0,3.266949153,5.79779735683,227.0,92.270531401,2.0
1730,5342,0,3.97478481,9.59433962264,106.0,92.4462011419,19.0
1732,5344,1,3.875389105,7.45094339623,53.0,92.5340360123,20.0
1734,5354,0,3.936431373,12.2244897959,49.0,92.9732103645,20.0
1736,5356,0,3.977427653,7.63787878788,66.0,93.061045235,12.0
1738,5358,0,4.124168901,9.52432432432,74.0,93.1488801054,17.0
1740,5374,0,3.855317919,6.79126213592,206.0,93.851559069,2.0
1746,5404,0,5.163598972,14.2933333333,105.0,94.9494949495,108.0
1748,5414,0,4.13343662,10.8338842975,121.0,95.3886693017,25.0
1750,5416,0,3.931021776,4.78,40.0,95.4765041722,108.0
1752,5424,3,3.071539457,4.03421052632,38.0,95.8278436539,40.0
1754,5432,1,4.022132231,4.41220657277,213.0,96.1791831357,18.0
1760,5446,0,4.325707865,6.89508196721,122.0,96.7940272288,32.0
1762,5452,1,4.398870057,6.75154639175,97.0,97.0575318401,17.0
1764,5456,1,4.141747967,8.59523809524,42.0,97.233201581,30.0
1766,5468,0,2.271083333,9.09444444444,36.0,97.7602108037,118.0
1768,5472,0,3.456457961,9.9943902439,41.0,97.9358805446,130.0
1770,5482,0,5.806066667,6.30406504065,123.0,98.3750548968,2.0
1772,5486,0,4.325829146,5.42702702703,74.0,98.5507246377,19.0
1776,5492,0,4.083374083,6.22083333333,96.0,98.814229249,23.0
1778,5494,1,4.159892009,6.45620253165,158.0,98.9020641195,113.0
1780,5498,1,3.897545328,7.27503144654,159.0,99.0777338603,2.0
1782,5500,0,4.253248227,6.3424,125.0,99.1655687308,4.0
1784,5502,0,3.545678233,4.1956122449,196.0,99.2534036012,5.0
1788,5514,2,3.507956204,7.05939759036,83.0,99.7804128239,62.0
1798,5576,0,3.408970588,4.95757575758,132.0,59.362054681,9.0
1800,5582,0,4.53828496,5.07975460123,163.0,59.6106048053,4.0
1802,5584,1,1.918209607,4.425,36.0,59.6934548467,157.0
1804,5588,0,4.053799392,4.32903225806,93.0,59.8591549296,15.0
1806,5590,2,4.16278607,5.09230769231,13.0,59.942004971,8.0
1808,5598,1,4.138990536,6.11401273885,157.0,60.2734051367,16.0
1810,5600,0,3.555022026,6.13148148148,135.0,60.3562551781,2.0
1812,5604,0,2.649016204,9.03043478261,23.0,60.521955261,19.0
1816,5616,0,2.879832589,11.9166666667,18.0,61.0190555095,183.0
1818,5618,0,4.910536193,7.12168674699,166.0,61.101905551,24.0
1822,5644,0,4.03665362,4.58074534161,161.0,62.1789560895,9.0
1824,5646,0,4.024073395,4.87096774194,186.0,62.2618061309,40.0
1826,5648,0,4.78040404,9.77052631579,95.0,62.3446561723,20.0
1828,5652,0,5.491966527,7.44756097561,82.0,62.5103562552,19.0
1830,5654,0,4.414016854,7.005,80.0,62.5932062966,10.0
1832,5658,1,3.445868673,9.14242424242,99.0,62.7589063795,66.0
1836,5666,1,3.579671362,5.54179104478,134.0,63.0903065452,371.0
1840,5680,0,3.936055363,7.5719047619,210.0,63.6702568351,22.0
1842,5682,0,3.309455006,4.99230769231,65.0,95.297029703,71.0
1844,5686,0,5.058823529,6.4,44.0,63.835956918,2.0
1848,5696,1,3.099302885,5.4186440678,59.0,64.2502071251,27.0
1852,5704,0,3.531188119,9.58203125,64.0,64.5816072908,14.0
1854,5708,0,3.897834483,5.49552238806,134.0,64.7473073737,112.0
1856,5712,0,3.675147265,7.66941176471,85.0,64.9130074565,25.0
1858,5714,2,3.590375839,4.25806451613,93.0,64.9958574979,67.0
1860,5730,0,4.243804348,5.58181818182,33.0,97.4428912376,4.0
1862,5732,3,3.886229086,5.71428571429,77.0,65.6586578293,2.0
1864,5734,1,3.183535354,5.67101449275,69.0,65.7415078708,71.0
1866,5744,1,3.841155867,6.77794117647,68.0,66.1557580779,45.0
1868,5746,2,3.821242079,8.79090909091,66.0,66.2386081193,251.0
1872,5752,0,4.180076336,6.85,32.0,66.4871582436,39.0
1876,5758,1,4.206595174,11.1085326087,184.0,66.7357083679,17.0
1878,5760,0,3.795931559,7.23146067416,178.0,66.8185584093,8.0
1880,5762,1,4.824136029,6.72464788732,142.0,66.9014084507,31.0
1882,5766,0,3.691803279,3.68269230769,52.0,67.0671085336,40.0
1888,5784,1,4.612516854,9.13382608696,115.0,67.8127589064,2.0
1890,5786,0,3.700527817,14.956,25.0,67.8956089478,7.0
1894,5796,2,4.352006173,7.08311688312,77.0,68.3098591549,18.0
1896,5800,0,3.534747774,5.46560846561,189.0,68.4755592378,30.0
1898,5808,0,3.578400955,8.41612903226,31.0,68.8069594035,28.0
1900,5812,0,3.559563438,4.48974358974,117.0,68.9726594863,24.0
1902,5814,0,4.699707792,10.2981730769,104.0,69.0555095278,19.0
1904,5816,0,4.980588235,10.8852941176,34.0,69.1383595692,98.0
1906,5824,0,3.383828125,5.35483870968,93.0,69.4697597349,157.0
1908,5826,0,4.869208494,5.0189516129,248.0,69.5526097763,14.0
1912,5846,1,3.531106443,5.06,30.0,70.2982601491,145.0
1914,5848,0,3.659005848,8.24,60.0,70.3811101906,5.0
1916,5858,0,3.414205052,4.17543956044,182.0,84.593639576,24.0
1918,5862,0,4.063954116,5.70505050505,99.0,70.7953603977,79.0
1922,5870,0,5.044424342,9.36557377049,61.0,71.1267605634,28.0
1924,5874,0,6.176760563,11.0703703704,135.0,71.2096106048,15.0
1928,5882,1,5.386129032,15.4350442478,113.0,71.5410107705,21.0
1930,5886,1,3.895110664,6.3619047619,63.0,71.7067108534,59.0
